ID,total,slight,serious,neigh,Road_name,Road_name2,h,Day_of_Week,m,Speed_limit,Junction_Detail,Junction_Control,Pedestrian_Crossing-Physical_Facilities,aadf_Road_name,aadf_Road_category,aadf_Road_type,distance_to_cp,aadf_Pedal_cycles,aadf_All_motor_vehicles,aadf_All_HGVs,aadf_LGVs,aadf_Buses_and_coaches,total_norm,serious_ratio,N_year,Year_start,Year_end,Max_year_gap
108,16841,41,36,5,2,A201,A3,16,5,2,30,1,2,0,A201,PA,Major,2.544001775614143e-05,1678.5121951219512,15436.90243902439,546.0975609756098,2487.0,4734.5609756097565,0.024426393873784855,0.12195121951219512,22,2000,2021,1
109,57828,41,37,4,7,A401,U,16,5,9,30,6,4,1,A401,PA,Major,1.33783124694967e-05,3208.317073170732,20085.341463414636,571.5853658536586,4578.975609756098,502.1219512195122,0.012779285545951452,0.0975609756097561,22,2000,2021,1
110,75396,41,34,7,8,A201,A3211,9,6,9,30,3,2,5,A201,PA,Major,7.155505510466029e-06,5061.073170731707,35187.26829268293,1018.3658536585366,5346.268292682927,1087.6097560975609,0.008101048654483769,0.17073170731707318,22,2000,2021,1
111,47788,40,35,5,12,A5205,U,9,3,11,30,3,4,0,A5205,PA,Major,5.4966499342802325e-05,1394.8,21656.3,469.0,3401.525,118.55,0.028677946659019213,0.125,22,2000,2021,1
112,17496,40,33,7,9,A1202,U,9,4,9,30,6,4,0,A1202,PA,Major,4.4267564987012824e-05,1242.4,13544.425,479.15,2315.825,80.325,0.032195750160978746,0.175,22,2000,2021,1
113,6749,40,36,4,4,A200,U,18,3,5,30,3,4,0,A200,PA,Major,3.077121996492535e-05,1534.675,17931.925,600.075,3694.55,528.375,0.026064150390147752,0.1,22,2000,2021,1
114,48540,40,36,4,14,A1200,U,9,5,4,30,3,4,0,A1200,PA,Major,3.343791143020179e-05,762.125,18847.2,451.275,2565.1,968.15,0.05248482860423159,0.1,22,2000,2021,1
115,8182,40,33,7,7,A23,A23,8,5,5,30,1,2,5,A23,PA,Major,2.269085961376314e-05,1629.275,16991.175,565.95,2451.125,2421.45,0.024550797133694433,0.175,22,2000,2021,1
116,6896,40,30,10,6,A315,U,17,4,7,30,3,2,5,A315,PA,Major,5.283902168782715e-05,655.55,19082.625,749.45,2439.65,1622.45,0.061017466249713985,0.25,22,2000,2021,1
117,56939,39,33,6,8,A3200,U,9,4,7,30,6,4,0,A3200,PA,Major,1.839836240253101e-05,3058.871794871795,18392.28205128205,755.9487179487179,3435.153846153846,1034.8461538461538,0.012749798819742489,0.15384615384615385,22,2000,2021,1
118,17573,39,33,6,0,A3216,U,18,4,2,30,3,4,0,A3216,PA,Major,4.5912265325247006e-05,1386.871794871795,14278.692307692309,444.9230769230769,1935.4871794871794,1425.6410256410256,0.028120840112409406,0.15384615384615385,22,2000,2021,1
119,56739,39,35,4,1,A203,U,7,4,9,30,3,4,0,A203,PA,Major,3.9881433228525536e-05,1714.6666666666667,18743.666666666668,624.4871794871794,3342.3846153846152,831.1025641025641,0.022744945567651633,0.10256410256410256,22,2000,2021,1
120,7609,38,35,3,0,A3220,C,18,4,5,30,3,4,0,A3220,PA,Major,3.028731053375543e-05,2117.5789473684213,23675.21052631579,654.8684210526316,3705.9210526315787,1301.7368421052631,0.01794502162350251,0.07894736842105263,22,2000,2021,1
121,7934,37,31,6,0,A3214,A3214,9,4,11,30,6,2,0,A3214,PA,Major,3.860542786728532e-05,1429.972972972973,14252.72972972973,320.6216216216216,1587.4324324324325,2738.7027027027025,0.02587461490483661,0.16216216216216217,22,2000,2021,1
122,16142,37,29,8,6,A302,U,14,6,5,30,3,4,0,A302,PA,Major,1.663927316988958e-05,1668.1891891891892,50767.89189189189,1736.3513513513512,10073.891891891892,5203.891891891892,0.0221797385091457,0.21621621621621623,22,2000,2021,1
123,6152,37,31,6,6,A5,A5,8,4,4,30,6,2,5,A5,PA,Major,1.646813015892775e-05,886.8378378378378,36013.7027027027,1246.972972972973,6084.216216216216,2685.891891891892,0.041721269009234146,0.16216216216216217,22,2000,2021,1
124,36916,37,31,6,8,A300,U,9,3,1,30,3,4,0,A300,PA,Major,1.6247106849891733e-05,3856.4594594594596,12634.837837837838,630.4054054054054,2508.9189189189187,578.2702702702703,0.00959429248225161,0.16216216216216217,22,2000,2021,1
125,48553,36,30,6,7,A302,A3212,8,2,4,30,3,2,5,A302,PA,Major,1.1209466821329211e-05,6231.583333333333,50071.36111111111,1404.75,5994.055555555556,2819.3888888888887,0.0057770229609917225,0.16666666666666666,22,2000,2021,1
126,28878,36,32,4,4,A1206,U,19,3,5,30,3,4,0,A1206,PA,Major,7.317922861126215e-05,960.7222222222222,9354.111111111111,141.63888888888889,1133.2777777777778,675.3333333333334,0.03747180940264847,0.1111111111111111,22,2000,2021,1
127,8618,35,28,7,8,A3211,A3211,9,4,7,30,3,4,0,A3211,PA,Major,3.106847309396951e-05,1701.6285714285714,45963.42857142857,3114.114285714286,7754.4,1177.0857142857142,0.02056853098712158,0.2,22,2000,2021,1
128,6625,35,32,3,2,A100,A2206,17,3,7,30,3,2,5,A100,PA,Major,1.2192668684352237e-05,1277.5428571428572,29095.14285714286,838.4571428571429,6068.5142857142855,915.8857142857142,0.027396341190678533,0.08571428571428572,22,2000,2021,1
129,47656,35,30,5,8,A3200,U,9,4,11,30,3,4,0,A3200,PA,Major,2.199912066833049e-05,1672.4285714285713,17960.314285714285,810.3714285714286,3693.3714285714286,673.7428571428571,0.020927650123857524,0.14285714285714285,22,2000,2021,1
130,16621,35,33,2,15,A107,U,17,4,7,30,3,4,0,A107,PA,Major,1.3507607651624769e-05,831.9714285714285,20156.285714285714,922.1142857142858,2852.1428571428573,2235.4285714285716,0.04206875236100141,0.05714285714285714,22,2000,2021,1
131,17637,35,33,2,7,A4200,A4200,9,5,8,30,3,4,5,A4200,PA,Major,1.1380879941158053e-05,2897.457142857143,30251.82857142857,810.0285714285715,5197.628571428571,3385.1714285714284,0.012079557444458688,0.05714285714285714,22,2000,2021,1
132,74972,35,33,2,6,A5,A404,9,6,8,30,6,2,5,A5,PA,Major,7.511504450785093e-06,1391.5428571428572,34500.828571428574,1129.4,5717.4857142857145,2317.7714285714287,0.025151938239159,0.05714285714285714,22,2000,2021,1
133,73565,35,29,6,15,A1202,A10,9,4,12,30,6,2,5,A1202,PA,Major,9.5304988940685e-06,1956.3714285714286,29090.22857142857,2272.4857142857145,5648.171428571429,240.88571428571427,0.01789026331546741,0.17142857142857143,22,2000,2021,1
134,37774,35,28,7,7,A4201,A4201,18,5,8,30,6,2,5,A4201,PA,Major,1.0827229439173259e-05,961.4571428571429,13921.57142857143,583.2,2743.5142857142855,1176.857142857143,0.036403078660366704,0.2,22,2000,2021,1
135,28477,34,29,5,7,A4,A4,19,6,1,30,3,2,5,A4,PA,Major,1.094008464143258e-05,739.6764705882352,19724.264705882353,869.7352941176471,3346.205882352941,2033.1470588235295,0.04596604238737127,0.14705882352941177,22,2000,2021,1
136,17915,34,29,5,8,A1211,C,8,4,4,30,6,2,5,A1211,PA,Major,3.583066683192807e-05,1079.5882352941176,18368.647058823528,641.2647058823529,2834.4117647058824,371.20588235294116,0.03149348880292051,0.14705882352941177,22,2000,2021,1
137,17170,33,28,5,13,A502,na0,7,3,2,30,0,2,5,A502,PA,Major,2.6771767132563644e-05,620.060606060606,9389.515151515152,317.45454545454544,1866.8181818181818,656.8484848484849,0.053220604046525274,0.15151515151515152,22,2000,2021,1
138,18465,33,28,5,8,A3,A200,18,5,1,30,3,2,5,A3,PA,Major,6.161088885562985e-06,4749.333333333333,25170.090909090908,736.939393939394,3838.3636363636365,2560.818181818182,0.0069483436271757446,0.15151515151515152,22,2000,2021,1
139,36218,33,28,5,10,A13,U,17,6,6,30,3,2,5,A13,PA,Major,3.309171806333081e-05,395.6666666666667,16658.636363636364,980.2727272727273,2439.7272727272725,763.5454545454545,0.08340353833192923,0.15151515151515152,22,2000,2021,1
140,48010,33,26,7,6,A5204,B524,18,5,6,30,6,2,5,A5204,PA,Major,1.71471490332136e-05,1338.8484848484848,18420.303030303032,561.9090909090909,2864.030303030303,76.03030303030303,0.024648046715857137,0.21212121212121213,22,2000,2021,1
141,47785,33,28,5,13,A5200,U,9,5,4,30,3,4,5,A5200,PA,Major,3.341068234181037e-05,1370.1515151515152,12052.363636363636,322.75757575757575,1657.060606060606,969.3636363636364,0.02408492756828486,0.15151515151515152,22,2000,2021,1
142,56909,33,31,2,9,A1203,na0,9,3,6,30,3,4,0,A1203,PA,Major,3.059125623351665e-05,805.9090909090909,49668.63636363636,3215.5757575757575,7585.515151515152,808.5757575757576,0.04094754653130288,0.06060606060606061,22,2000,2021,1
143,26115,32,30,2,6,A4,U,19,6,9,30,3,4,0,A4,PA,Major,1.6040567970776387e-05,1037.6875,27572.4375,842.65625,3720.0625,1618.5625,0.03083780039751852,0.0625,22,2000,2021,1
144,27661,32,28,4,0,A3205,U,9,3,5,30,3,4,0,A3205,PA,Major,0.0001177753967255347,1174.84375,20750.53125,938.8125,3064.53125,748.90625,0.027237664583056258,0.125,22,2000,2021,1
145,36187,32,26,6,14,A10,C,9,2,4,30,3,2,5,A10,PA,Major,1.7835611337210084e-05,4401.78125,15558.8125,826.53125,2178.03125,2598.59375,0.007269784249274086,0.1875,22,2000,2021,1
146,18077,32,28,4,13,A501,A5202,18,3,6,30,3,2,0,A501,PA,Major,7.898534369734236e-06,2651.90625,57867.5625,2116.40625,7348.34375,2731.46875,0.012066791576813849,0.125,22,2000,2021,1
147,47730,31,24,7,6,A4209,C,19,5,5,30,3,4,0,A4209,PA,Major,6.141729126753785e-05,836.1935483870968,22096.74193548387,391.741935483871,2407.483870967742,1078.3548387096773,0.03707275673173366,0.22580645161290322,22,2000,2021,1
148,7570,31,27,4,1,A3036,U,8,2,4,30,3,2,0,A3036,PA,Major,3.379300636279483e-05,3693.2903225806454,24125.225806451614,1105.6774193548388,4697.612903225807,969.0967741935484,0.008393599552807182,0.12903225806451613,22,2000,2021,1
149,56431,31,27,4,7,A40,A4201,18,6,6,30,3,2,5,A40,PA,Major,6.85176506307816e-06,3948.2903225806454,11083.645161290322,123.48387096774194,615.7741935483871,2390.0967741935483,0.007851499628258863,0.12903225806451613,22,2000,2021,1
150,48549,31,27,4,8,A200,U,9,5,6,30,3,2,0,A200,PA,Major,1.0343136208003719e-05,2699.032258064516,10185.935483870968,333.2258064516129,1322.9354838709678,1617.0645161290322,0.011485598183339309,0.12903225806451613,22,2000,2021,1
151,17168,31,23,8,14,A501,U,9,3,9,30,3,4,0,A501,PA,Major,1.5800321384366424e-05,2238.6774193548385,16578.516129032258,284.9032258064516,3102.935483870968,1709.0,0.013847461778988171,0.25806451612903225,22,2000,2021,1
152,16108,31,24,7,7,A4,U,18,5,5,30,3,4,0,A4,PA,Major,1.4034070607946534e-05,3396.032258064516,19835.870967741936,516.258064516129,2230.3225806451615,3244.2580645161293,0.009128299628598839,0.22580645161290322,22,2000,2021,1
153,48574,31,24,7,8,A501,C,9,3,9,30,6,2,5,A501,PA,Major,1.4652651148217097e-05,2646.2580645161293,18776.870967741936,572.483870967742,2792.7419354838707,1682.3548387096773,0.01171465489918814,0.22580645161290322,22,2000,2021,1
154,36804,31,29,2,5,A206,U,13,2,11,30,3,4,0,A206,PA,Major,5.950898354564122e-05,368.4193548387097,9282.58064516129,373.5806451612903,1681.6129032258063,224.3548387096774,0.08414324489974608,0.06451612903225806,22,2000,2021,1
155,58163,30,23,7,14,A501,U,19,6,11,30,3,2,5,A501,PA,Major,2.447537569039371e-05,1551.4666666666667,18458.733333333334,751.5,2905.0333333333333,1439.1333333333334,0.019336541766930216,0.23333333333333334,22,2000,2021,1
156,56508,30,26,4,9,A100,A200,18,2,6,30,6,2,5,A100,PA,Major,9.178271535554698e-06,2137.4333333333334,27332.366666666665,1221.5666666666666,5349.433333333333,791.6666666666666,0.014035525474478736,0.13333333333333333,22,2000,2021,1
157,36109,30,25,5,2,A3,U,19,5,10,30,3,2,0,A3,PA,Major,9.245630767518165e-06,9290.1,40578.1,1358.4,7320.833333333333,2232.866666666667,0.003229244033971647,0.16666666666666666,22,2000,2021,1
158,28212,29,27,2,14,A1202,C,18,2,7,30,6,2,0,A1202,PA,Major,1.1698141975706479e-05,2287.103448275862,30301.758620689656,1421.8620689655172,5011.3448275862065,391.2758620689655,0.012679793746042277,0.06896551724137931,22,2000,2021,1
159,73304,29,24,5,8,A201,A3200,9,4,6,30,6,2,5,A201,PA,Major,1.2595101331827161e-05,6509.275862068966,28534.827586206895,924.9310344827586,4640.551724137931,1079.4137931034484,0.004455180670555017,0.1724137931034483,22,2000,2021,1
160,36435,29,26,3,6,A40,na0,20,7,10,30,0,-1,5,A40,PA,Major,1.0607825712252057e-05,1615.1724137931035,13181.379310344828,220.24137931034483,853.3448275862069,5263.0344827586205,0.01795473953885568,0.10344827586206896,22,2000,2021,1
161,27236,29,27,2,12,A501,U,18,2,6,30,3,2,5,A501,PA,Major,2.294142071232101e-05,1935.0689655172414,74464.72413793103,2923.7586206896553,10888.931034482759,2514.5172413793102,0.014986545966462926,0.06896551724137931,22,2000,2021,1
162,73640,29,23,6,0,A3220,A3220,9,4,12,30,6,2,5,A3220,PA,Major,7.837956884075109e-06,2071.448275862069,23134.862068965518,658.3448275862069,3578.896551724138,1304.9310344827586,0.013999866826474897,0.20689655172413793,22,2000,2021,1
163,48547,28,26,2,1,A203,A3036,8,4,8,30,3,2,0,A203,PA,Major,1.6995034147720024e-05,1578.607142857143,41377.67857142857,1716.607142857143,8235.142857142857,1278.0714285714287,0.01773715526798036,0.07142857142857142,22,2000,2021,1
164,38702,28,23,5,8,A3211,C,8,2,11,30,3,2,5,A3211,PA,Major,1.0864977254769463e-05,359.5357142857143,12659.357142857143,538.75,1833.392857142857,126.17857142857143,0.07787821595311414,0.17857142857142858,22,2000,2021,1
165,58172,28,27,1,1,A202,U,13,5,7,30,6,2,5,A202,PA,Major,3.2045183201852433e-05,1576.8214285714287,26198.0,901.75,4917.25,1318.75,0.01775724219156984,0.03571428571428571,22,2000,2021,1
166,57690,28,19,9,7,A401,A4200,16,3,5,30,6,4,5,A401,PA,Major,8.055556393879022e-06,4823.035714285715,17952.285714285714,373.5357142857143,2359.035714285714,2140.9285714285716,0.005805472249990743,0.32142857142857145,21,2000,2020,1
167,48576,28,24,4,0,A3216,A3212,8,3,1,30,6,2,5,A3216,PA,Major,6.775454220895639e-06,2853.6785714285716,27539.714285714286,1505.892857142857,5386.321428571428,1339.25,0.009811896925021588,0.14285714285714285,22,2000,2021,1
168,57902,28,23,5,14,A501,A501,10,5,10,30,3,4,0,A501,PA,Major,5.088621989890594e-06,242.60714285714286,16849.214285714286,768.1428571428571,3528.9285714285716,433.60714285714283,0.11541292506992493,0.17857142857142858,22,2000,2021,1
169,26114,28,27,1,7,A4,U,10,6,11,30,3,2,5,A4,PA,Major,1.9338719452892397e-05,2052.464285714286,13048.57142857143,380.2142857142857,2226.8571428571427,2128.535714285714,0.013642137500217508,0.03571428571428571,22,2000,2021,1
170,37699,27,24,3,8,A3,A3,9,2,10,30,3,2,5,A3,PA,Major,3.854761815597376e-06,6478.259259259259,26857.444444444445,1192.888888888889,4659.555555555556,2530.8518518518517,0.004167786270888956,0.1111111111111111,22,2000,2021,1
171,81032,27,23,4,8,A1,A1211,8,3,11,30,1,4,0,A1,PA,Major,2.292558451337024e-05,1162.962962962963,19043.59259259259,564.3333333333334,2797.222222222222,898.1111111111111,0.02321656050955414,0.14814814814814814,17,2005,2021,1
172,56990,27,24,3,13,A4200,U,17,5,7,30,3,4,0,A4200,PA,Major,3.2946629002651335e-05,1567.888888888889,12107.0,360.037037037037,2191.777777777778,766.925925925926,0.01722060803628375,0.1111111111111111,22,2000,2021,1
173,18497,27,24,3,15,A107,U,9,3,7,30,6,2,0,A107,PA,Major,1.4264786039919136e-05,1334.148148148148,21597.777777777777,1024.3333333333333,2807.4814814814813,2158.1111111111113,0.020237632557881295,0.1111111111111111,22,2000,2021,1
174,8489,27,24,3,10,A13,U,8,2,7,30,3,2,5,A13,PA,Major,1.708789771659591e-05,883.8518518518518,27174.777777777777,1315.3703703703704,3614.5555555555557,1137.4444444444443,0.030548105933623868,0.1111111111111111,22,2000,2021,1
175,47658,27,21,6,1,A3205,U,9,3,1,30,3,4,0,A3205,PA,Major,9.73866654236579e-05,1360.2222222222222,27503.185185185186,1545.8148148148148,5938.777777777777,919.2592592592592,0.019849697761803627,0.2222222222222222,22,2000,2021,1
176,6095,26,23,3,4,A2,U,9,4,7,30,3,4,0,A2,PA,Major,5.459716004912341e-06,1259.923076923077,27890.73076923077,1777.7307692307693,4048.346153846154,1221.7307692307693,0.020636180474998475,0.11538461538461539,22,2000,2021,1
177,47727,26,24,2,13,A4201,U,18,4,6,30,6,2,5,A4201,PA,Major,1.220833461091034e-05,1282.923076923077,15846.115384615385,461.15384615384613,2534.1923076923076,379.9230769230769,0.02026621897109965,0.07692307692307693,22,2000,2021,1
178,27783,26,24,2,13,A5200,U,10,4,7,30,3,4,0,A5200,PA,Major,4.6794330918092576e-05,541.0,13336.384615384615,936.0384615384615,2577.6153846153848,373.7307692307692,0.04805914972273567,0.07692307692307693,22,2000,2021,1
179,6644,26,23,3,17,A112,U,9,2,8,30,3,2,5,A112,PA,Major,4.099766171675349e-05,302.11538461538464,16762.0,278.3076923076923,1437.3846153846155,1417.3076923076924,0.08605983450031826,0.11538461538461539,22,2000,2021,1
180,58175,26,26,0,4,A200,A2209,7,3,4,30,6,4,4,A200,PA,Major,1.644104893073285e-05,1925.6923076923076,26115.73076923077,1130.2307692307693,4495.576923076923,833.1923076923077,0.013501637772629225,0.0,22,2000,2021,1
181,75101,26,25,1,7,A40,U,9,4,4,30,3,4,0,A40,PA,Major,1.4854239243404264e-05,2701.6153846153848,16402.26923076923,496.0,2257.5384615384614,1426.3846153846155,0.00962387175763788,0.038461538461538464,22,2000,2021,1
182,27660,26,22,4,1,A3204,U,9,3,5,30,3,2,0,A3204,PA,Major,2.181914952426273e-05,511.4230769230769,20601.96153846154,866.7307692307693,3730.4615384615386,278.6923076923077,0.05083853500789652,0.15384615384615385,22,2000,2021,1
183,37102,26,24,2,14,A401,U,7,3,1,30,3,4,0,A401,PA,Major,3.1772524324737186e-05,3392.4615384615386,11260.692307692309,437.46153846153845,1808.5,1275.6923076923076,0.007664051516938007,0.07692307692307693,22,2000,2021,1
184,80722,26,23,3,13,A5202,na0,7,4,5,30,0,-1,0,A5202,PA,Major,2.6639643095547592e-05,467.8076923076923,15946.038461538461,159.57692307692307,525.5,407.2692307692308,0.05557839348844857,0.11538461538461539,18,2004,2021,1
185,17688,26,21,5,13,A5200,B502,9,4,3,30,6,2,0,A5200,PA,Major,2.5072160052312725e-05,1275.2692307692307,12863.423076923076,289.4230769230769,1775.0,678.2307692307693,0.020387851735681757,0.19230769230769232,22,2000,2021,1
186,27787,25,22,3,12,A5205,A5205,9,5,4,30,6,2,5,A5205,PA,Major,8.059490314132045e-05,714.92,21966.44,785.08,4143.2,446.24,0.0349689475745538,0.12,22,2000,2021,1
187,8754,25,22,3,5,A1206,U,17,5,11,30,0,4,0,A1206,PA,Major,0.00010106030685769469,702.88,8990.88,226.0,1017.92,564.2,0.0355679490097883,0.12,22,2000,2021,1
188,7607,25,21,4,0,A3218,A3218,18,3,4,30,3,2,0,A3218,PA,Major,0.00013580101915489052,948.84,15610.44,342.76,2376.72,423.08,0.02634796172168121,0.16,22,2000,2021,1
189,27607,25,24,1,3,A2206,U,16,3,6,30,3,4,0,A2206,PA,Major,0.00014931121940540043,197.6,10577.68,451.36,1898.92,25.32,0.12651821862348178,0.04,22,2000,2021,1
190,18454,24,22,2,13,A501,A4201,8,6,5,30,6,2,5,A501,PA,Major,7.744151427810816e-06,2523.5,76778.70833333333,2780.9166666666665,11261.416666666666,1980.7916666666667,0.009510600356647513,0.08333333333333333,22,2000,2021,1
191,73681,24,18,6,1,A202,na0,8,2,11,30,0,-1,0,A202,PA,Major,1.1717979404135197e-05,4204.708333333333,48579.875,1640.25,9156.916666666666,2125.5416666666665,0.005707886991765184,0.25,22,2000,2021,1
192,74971,24,19,5,0,A302,A3217,8,2,9,30,6,2,5,A302,PA,Major,1.1031654343622406e-05,1204.7916666666667,30928.291666666668,1039.625,4627.375,3838.5416666666665,0.019920456510461697,0.20833333333333334,22,2000,2021,1
193,16613,24,21,3,9,A100,na0,7,3,11,30,0,-1,0,A100,PA,Major,1.3165639931341999e-05,3712.9583333333335,32936.708333333336,1124.25,6877.5,1131.9166666666667,0.006463848458663914,0.125,22,2000,2021,1
194,57532,24,19,5,2,A302,A3,9,5,8,30,1,4,0,A302,PA,Major,1.636237119156097e-05,990.7916666666666,16101.416666666666,616.3333333333334,2686.9583333333335,1290.7916666666667,0.02422305395517053,0.20833333333333334,22,2000,2021,1
195,75397,24,15,9,8,A3,C,9,4,12,30,3,2,0,A3,PA,Major,4.981863351229591e-06,5788.458333333333,26870.583333333332,763.5,3943.6666666666665,3699.5416666666665,0.004146181697775027,0.375,22,2000,2021,1
196,18468,24,15,9,8,A3211,C,8,5,7,30,3,2,5,A3211,PA,Major,8.586157112376833e-06,6235.166666666667,51609.333333333336,2024.75,8273.791666666666,1088.75,0.0038491352810670655,0.375,22,2000,2021,1
197,28216,24,20,4,12,A502,A502,17,3,8,30,3,4,0,A502,PA,Major,3.583896884023327e-05,736.7083333333334,13421.958333333334,411.6666666666667,2412.875,749.875,0.03257734291046886,0.16666666666666666,22,2000,2021,1
198,6871,24,21,3,8,A201,A3202,8,4,2,30,1,4,1,A201,PA,Major,1.0683010853178617e-05,2284.3333333333335,18589.458333333332,888.625,3283.5,4746.333333333333,0.01050634758499927,0.125,22,2000,2021,1
199,57910,23,21,2,1,A202,U,8,3,4,30,3,4,0,A202,PA,Major,2.9567007041133915e-05,981.5652173913044,12307.260869565218,374.7826086956522,1490.0869565217392,1426.608695652174,0.023431963146704465,0.08695652173913043,22,2000,2021,1
200,73746,23,20,3,3,A2,A2,8,3,6,30,3,2,0,A2,PA,Major,1.4703300009402268e-05,1703.9565217391305,30922.217391304348,1456.8260869565217,4673.782608695652,1663.9130434782608,0.01349799698910464,0.13043478260869565,22,2000,2021,1
201,48579,23,19,4,8,A3200,U,9,3,6,30,6,4,0,A3200,PA,Major,1.0778633340026046e-05,2008.304347826087,19527.08695652174,656.3913043478261,3297.9565217391305,487.04347826086956,0.011452447446472256,0.17391304347826086,22,2000,2021,1
202,56506,23,21,2,15,A107,B118,10,3,9,30,3,4,1,A107,PA,Major,1.4896652786630824e-05,616.8260869565217,18463.08695652174,805.695652173913,2650.1739130434785,1097.7826086956522,0.03728765771480933,0.08695652173913043,22,2000,2021,1
203,27241,23,17,6,13,A503,A5202,9,6,6,30,6,2,5,A503,PA,Major,8.526225326369873e-06,2688.782608695652,31224.391304347828,1068.0434782608695,5423.869565217391,923.6086956521739,0.008554057113288703,0.2608695652173913,22,2000,2021,1
204,27658,22,22,0,8,A3202,A201,9,4,1,30,1,4,1,A3202,PA,Major,2.278992894200704e-05,454.3636363636364,19024.045454545456,922.4545454545455,3570.318181818182,1838.590909090909,0.04841936774709884,0.0,22,2000,2021,1
205,38270,22,21,1,9,A1210,C,9,5,8,30,3,4,0,A1210,PA,Major,9.779246971446377e-06,743.8636363636364,20256.136363636364,789.5909090909091,3745.6363636363635,746.5454545454545,0.02957531316834708,0.045454545454545456,22,2000,2021,1
206,27075,22,20,2,13,A400,U,9,3,7,30,3,4,0,A400,PA,Major,9.974939094667353e-06,913.2272727272727,7846.0,257.72727272727275,1092.4545454545455,663.4090909090909,0.02409038873127271,0.09090909090909091,22,2000,2021,1
207,58136,22,21,1,7,A4,A4,8,2,1,30,6,2,5,A4,PA,Major,9.372530205685823e-06,833.8181818181819,22499.090909090908,886.0909090909091,3792.9545454545455,2203.681818181818,0.026384648931530745,0.045454545454545456,18,2000,2017,1
208,26078,22,19,3,8,A1,B100,9,5,8,30,3,2,5,A1,PA,Major,1.7831973591439e-05,1260.090909090909,15807.045454545454,542.4545454545455,2734.7272727272725,673.1818181818181,0.01745905778803838,0.13636363636363635,22,2000,2021,1
209,56967,22,20,2,1,A3036,U,19,4,1,30,3,4,0,A3036,PA,Major,3.3534024580793856e-05,836.8181818181819,19277.136363636364,770.0454545454545,2991.6363636363635,809.4090909090909,0.026290059750135795,0.09090909090909091,12,2000,2011,1
210,8469,22,18,4,7,A400,A400,18,3,6,30,3,2,5,A400,PA,Major,2.0497986231082217e-05,1719.2727272727273,17049.454545454544,597.5454545454545,3043.0454545454545,1065.2727272727273,0.012796108291032149,0.18181818181818182,22,2000,2021,1
211,57537,22,20,2,12,A501,A41,10,5,9,30,6,2,5,A501,PA,Major,1.0145577326456027e-05,1731.2272727272727,80417.09090909091,2832.5454545454545,10105.40909090909,2202.409090909091,0.012707748050515924,0.09090909090909091,22,2000,2021,1
212,57719,22,21,1,13,A5203,C,8,3,4,30,3,4,1,A5203,PA,Major,0.00011727410648913185,1245.4545454545455,17354.81818181818,998.7272727272727,2627.0454545454545,1107.3636363636363,0.017664233576642336,0.045454545454545456,22,2000,2021,1
213,18600,21,19,2,8,A4,A40,9,3,9,30,3,2,5,A4,PA,Major,3.0129674218337195e-05,1336.952380952381,13347.333333333334,473.85714285714283,1847.2857142857142,254.9047619047619,0.015707365721612764,0.09523809523809523,22,2000,2021,1
214,6425,21,19,2,7,A40,A5200,9,4,3,30,3,2,0,A40,PA,Major,1.218503042154885e-05,4177.666666666667,21009.666666666668,635.0952380952381,2471.3333333333335,1310.047619047619,0.005026729434293465,0.09523809523809523,22,2000,2021,1
215,37646,21,18,3,3,A2208,C,18,2,11,30,3,4,0,A2208,PA,Major,3.369130166040444e-05,340.5238095238095,23033.14285714286,793.047619047619,3813.7619047619046,567.952380952381,0.06166969654593763,0.14285714285714285,22,2000,2021,1
216,38177,21,17,4,7,A4,U,8,2,5,30,3,4,0,A4,PA,Major,2.972348542844769e-05,671.5238095238095,18395.47619047619,707.0,2781.190476190476,307.0,0.031272159977308187,0.19047619047619047,22,2000,2021,1
217,7237,21,20,1,13,A5202,U,10,2,6,30,3,4,1,A5202,PA,Major,1.2128212765979895e-05,1154.0,10230.333333333334,285.95238095238096,1943.6666666666667,144.04761904761904,0.018197573656845753,0.047619047619047616,22,2000,2021,1
218,17689,21,18,3,14,A5201,U,19,5,3,30,3,2,5,A5201,PA,Major,7.16125596481024e-06,2143.0476190476193,18752.47619047619,898.3809523809524,2739.6666666666665,757.5238095238095,0.009799128966314104,0.14285714285714285,22,2000,2021,1
219,27579,21,20,1,14,A1200,U,9,3,3,30,3,4,1,A1200,PA,Major,1.1404417086116088e-05,1436.857142857143,21674.95238095238,598.2857142857143,3694.809523809524,458.1904761904762,0.01461523165639292,0.047619047619047616,22,2000,2021,1
220,76054,21,14,7,13,A501,A400,9,6,11,30,0,2,5,A501,PA,Major,1.2789032274341024e-05,1526.1904761904761,61508.23809523809,2207.0476190476193,8218.333333333334,1619.4285714285713,0.0137597503900156,0.3333333333333333,22,2000,2021,1
221,47244,21,20,1,14,A501,A5201,8,2,3,30,1,2,5,A501,PA,Major,7.727860322379318e-06,3958.190476190476,41895.90476190476,1745.0,7098.666666666667,2145.3809523809523,0.0053054546329491595,0.047619047619047616,22,2000,2021,1
222,58060,21,17,4,14,A1,A501,8,4,4,30,6,2,5,A1,PA,Major,2.718002352477769e-05,516.7619047619048,16163.0,710.6190476190476,2700.0476190476193,442.7142857142857,0.040637670475488386,0.19047619047619047,22,2000,2021,1
223,16631,20,20,0,17,A114,U,15,4,3,30,3,4,0,A114,PA,Major,6.791738638819476e-05,196.2,15051.35,165.35,1656.05,355.1,0.10193679918450561,0.0,22,2000,2021,1
