ID,total,slight,serious,neigh,Road_name,Road_name2,h,Day_of_Week,m,Speed_limit,Junction_Detail,Junction_Control,Pedestrian_Crossing-Physical_Facilities,bikelane,aadf_Road_name,aadf_Road_category,aadf_Road_type,aadf_CLT_CARR,aadf_CLT_SEGREG,aadf_CLT_STEPP,aadf_CLT_PARSEG,aadf_CLT_SHARED,aadf_CLT_MANDAT,aadf_CLT_ADVIS,aadf_CLT_PRIORI,aadf_CLT_CONTRA,aadf_CLT_BIDIRE,aadf_CLT_CBYPAS,aadf_CLT_BBYPAS,aadf_CLT_PARKR,aadf_CLT_WATERR,aadf_CLT_PTIME,aadf_Link_length_miles,distance_to_cp,aadf_Pedal_cycles,aadf_All_motor_vehicles,aadf_All_HGVs,aadf_LGVs,aadf_Buses_and_coaches,total_dnorm,total_dnorm_bvnorm,serious_ratio,N_year,Year_start,Year_end,Max_year_gap
51,7044,85,78,7,13,A400,U,19,4,6,30,3,4,0,True,A400,PA,Major,True,False,False,False,True,True,False,False,False,False,False,False,False,False,True,0.56,0.17755653857810036,1931.6470588235295,33076.529411764706,1146.5529411764705,4955.823529411765,1768.0588235294117,63.55638942371139,7.666327380087727,0.08235294117647059,22,2000,2021,1
52,16744,84,66,18,0,A205,U,8,3,10,30,3,4,0,False,A205,PA,Major,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.43,0.37755890368099193,732.3214285714286,23039.678571428572,1059.1309523809523,3356.0714285714284,596.297619047619,29.537350148960435,9.397789435348349,0.21428571428571427,22,2000,2021,1
53,26775,83,72,11,8,A201,C,19,5,4,30,3,4,0,True,A201,PA,Major,True,True,False,False,True,True,True,False,True,True,False,False,False,False,False,0.25,0.09409742225796745,3416.397590361446,30242.819277108432,1006.4096385542168,6028.277108433735,991.7469879518072,117.10550942576072,7.986653477681298,0.13253012048192772,22,2000,2021,1
54,36077,83,73,10,0,A1,U,9,3,11,30,3,4,0,True,A1,PA,Major,True,True,True,True,True,False,False,False,False,True,False,False,True,False,True,0.68,0.12674741059861577,1395.8192771084337,31038.433734939757,1300.4698795180723,4738.036144578313,1252.2289156626507,86.93926382501212,14.512515196947074,0.12048192771084337,22,2000,2021,1
55,27666,83,74,9,0,A3216,U,18,4,9,30,1,4,0,True,A3216,PA,Major,True,False,False,True,True,True,True,True,False,True,False,False,True,True,True,0.56,0.263421854698433,2945.879518072289,28183.421686746988,1533.2289156626507,5424.481927710844,1340.433734939759,41.831481984610534,3.308599432739964,0.10843373493975904,18,2000,2017,1
56,73797,82,78,4,0,A217,U,18,2,5,30,3,4,0,True,A217,PA,Major,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,0.56,0.1852389332748215,654.6829268292682,17237.073170731706,607.6585365853658,2183.8658536585367,881.0243902439024,58.770385933425416,20.916231906043254,0.04878048780487805,22,2000,2021,1
57,37827,82,72,10,13,A401,U,19,3,4,30,3,4,0,True,A401,PA,Major,True,True,False,False,True,False,True,True,True,False,False,False,False,False,True,0.31,0.062210724999118026,6058.341463414634,21657.621951219513,658.1219512195122,3271.609756097561,1807.9634146341464,174.99496427041544,6.73019619663789,0.12195121951219512,22,2000,2021,1
58,36668,82,70,12,0,A107,U,17,4,7,30,3,4,0,True,A107,PA,Major,True,False,False,False,True,False,True,False,False,False,False,False,False,False,True,1.37,0.21947993037278232,350.0731707317073,22636.475609756097,721.5731707317074,3063.9146341463415,1005.0731707317074,49.60163592163842,33.01361582661547,0.14634146341463414,22,2000,2021,1
59,6752,81,73,8,0,A202,U,8,3,9,30,3,4,0,True,A202,PA,Major,True,False,False,False,True,True,True,True,False,False,False,False,False,False,True,0.56,0.08500625497279829,1657.8148148148148,23478.85185185185,964.925925925926,3831.4074074074074,1620.0246913580247,126.50599219064038,17.779969099692114,0.09876543209876543,22,2000,2021,1
60,8064,81,70,11,0,A102,U,9,3,10,30,3,4,0,False,A102,PA,Major,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.99,0.21017686533534652,528.925925925926,23617.14814814815,715.5679012345679,3873.9135802469136,968.3827160493827,51.16548203621859,22.539181254103436,0.13580246913580246,22,2000,2021,1
61,16854,81,70,11,0,A308,U,8,4,5,30,3,4,0,True,A308,PA,Major,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,1.12,0.23170450572847134,1480.9012345679012,20624.0987654321,592.5802469135803,2446.3703703703704,1164.2345679012346,46.411702672482825,7.302260589879106,0.13580246913580246,22,2000,2021,1
62,16100,80,67,13,2,A3,A3,9,2,9,30,1,4,0,True,A3,PA,Major,True,True,False,True,True,True,True,True,True,True,False,True,False,False,True,0.12,0.05376641626078743,2046.2125,16638.1625,595.55,2747.7375,2971.8125,197.54036805271653,22.493707645849565,0.1625,22,2000,2021,1
63,36946,80,69,11,0,A315,U,8,4,7,30,3,4,0,False,A315,PA,Major,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.68,0.13068880362478658,3354.7875,24526.6375,616.2125,2806.8625,1564.05,81.26968311321441,5.644421938909382,0.1375,22,2000,2021,1
64,6757,79,71,8,0,A205,U,8,6,3,30,3,4,0,True,A205,PA,Major,True,True,False,True,False,False,True,True,False,True,False,False,False,False,False,0.68,0.2066803660297074,1041.9620253164558,19651.493670886077,786.0379746835443,2721.9493670886077,535.367088607595,50.74635238845607,11.347726519034328,0.10126582278481013,22,2000,2021,1
65,47661,79,58,21,7,A3211,na0,19,4,7,30,3,2,5,True,A3211,PA,Major,True,True,False,False,False,False,True,True,False,True,False,False,False,False,False,0.37,0.14147252223940807,3263.7974683544303,26863.835443037973,1136.6962025316457,4121.430379746836,700.6962025316456,74.1364790865165,5.29254642625469,0.26582278481012656,22,2000,2021,1
66,36076,79,74,5,14,A1,U,9,4,4,30,3,4,0,True,A1,PA,Major,True,False,False,True,True,False,False,False,False,True,False,False,False,False,True,0.31,0.0806784745854795,4786.151898734177,24028.772151898735,916.4050632911392,3641.721518987342,3012.3797468354433,130.00090470483804,6.32871907058326,0.06329113924050633,22,2000,2021,1
67,16867,78,73,5,0,A315,U,19,4,5,30,3,4,0,True,A315,PA,Major,True,False,False,False,True,False,True,False,False,False,False,False,False,False,True,0.5,0.1233217593608206,1253.474358974359,16083.21794871795,508.6666666666667,1843.474358974359,1252.4871794871794,83.9714886430308,15.608900743558333,0.0641025641025641,22,2000,2021,1
68,56234,78,71,7,2,A23,U,9,2,7,30,3,2,0,True,A23,PA,Major,True,True,False,False,True,False,True,True,False,True,False,False,False,False,True,0.31,0.14669263047015527,2768.6666666666665,17618.44871794872,389.97435897435895,2573.397435897436,1243.820512820513,70.59326485874531,5.940849041206715,0.08974358974358974,22,2000,2021,1
69,16866,77,71,6,0,A315,U,8,3,5,30,3,4,0,True,A315,PA,Major,True,False,False,False,True,False,True,False,False,False,False,False,False,False,True,0.87,0.09644160073245858,2419.246753246753,19597.155844155845,406.2857142857143,2108.3246753246754,1242.2337662337663,105.99936819020715,10.208901905178744,0.07792207792207792,22,2000,2021,1
70,56149,77,67,10,0,A5,U,9,6,7,30,3,4,0,True,A5,PA,Major,True,False,False,False,True,True,True,False,False,False,False,False,False,False,True,1.3,0.33701271524812443,397.05194805194805,14361.0,715.5064935064935,2563.194805194805,1303.025974025974,30.33342150715698,17.800409356618697,0.12987012987012986,22,2000,2021,1
71,16758,77,70,7,0,A214,U,9,2,3,30,3,4,0,True,A214,PA,Major,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,0.99,0.3137922275226695,563.4935064935065,20555.090909090908,545.1688311688312,2635.896103896104,509.97402597402595,32.57808144452622,13.470772757985777,0.09090909090909091,22,2000,2021,1
